UserID,ProductID,Rating,Timestamp,Category
U025,P0075,5,2024-09-25,Home
U025,P0089,4,2024-09-17,Beauty
U025,P0056,2,2024-10-30,Books
U025,P0090,3,2024-10-21,Books
U025,P0038,3,2024-10-21,Books
U025,P0069,4,2024-09-30,Toys
U025,P0012,2,2024-09-19,Books
U026,P0057,3,2024-10-15,Books
U026,P0095,5,2024-10-17,Books
U026,P0097,2,2024-10-21,Toys
U026,P0035,5,2024-10-06,Clothing
U026,P0015,3,2024-10-13,Home
U026,P0021,2,2024-10-16,Electronics
U026,P0005,1,2024-10-02,Toys
U026,P0067,1,2024-09-10,Toys
U026,P0059,4,2024-09-13,Toys
U026,P0002,3,2024-09-19,Electronics
U026,P0077,3,2024-09-14,Electronics
U026,P0009,1,2024-09-04,Books
U026,P0071,5,2024-10-08,Toys
U026,P0069,2,2024-10-18,Toys
U026,P0031,5,2024-10-05,Clothing
U026,P0006,5,2024-09-04,Books
U027,P0008,4,2024-09-04,Electronics
U027,P0049,1,2024-09-04,Beauty
U027,P0039,5,2024-10-08,Electronics
U027,P0096,4,2024-10-01,Home
U027,P0051,5,2024-10-03,Clothing
U027,P0071,5,2024-10-29,Toys
U027,P0068,1,2024-10-25,Toys
U027,P0015,1,2024-10-04,Home
U027,P0001,5,2024-09-11,Electronics
U027,P0050,2,2024-09-04,Clothing
U027,P0091,5,2024-10-03,Electronics
U027,P0063,5,2024-09-06,Beauty
U027,P0070,3,2024-10-25,Toys
U027,P0016,3,2024-09-12,Electronics
U027,P0077,3,2024-09-05,Electronics
U028,P0058,4,2024-09-05,Beauty
U028,P0066,2,2024-10-14,Beauty
U028,P0049,1,2024-10-26,Beauty
U028,P0060,3,2024-09-16,Home
U028,P0028,1,2024-09-26,Books
U028,P0033,3,2024-09-08,Books
U028,P0052,3,2024-10-31,Books
U028,P0021,2,2024-10-27,Electronics
U028,P0009,2,2024-10-07,Books
U028,P0034,1,2024-09-16,Electronics
U028,P0001,3,2024-10-08,Electronics
U028,P0048,1,2024-10-09,Toys
U028,P0079,4,2024-09-03,Electronics
U028,P0024,1,2024-10-10,Books
U028,P0064,5,2024-09-06,Electronics
U028,P0038,1,2024-09-27,Books
U028,P0029,5,2024-10-13,Electronics
U028,P0051,5,2024-10-08,Clothing
U028,P0070,5,2024-10-07,Toys
U029,P0080,2,2024-09-21,Electronics
U029,P0010,1,2024-10-30,Books
U029,P0004,2,2024-09-17,Electronics
U029,P0095,1,2024-09-14,Books
U029,P0005,5,2024-10-13,Toys
U029,P0070,4,2024-10-16,Toys
U029,P0049,1,2024-09-21,Beauty
U029,P0041,5,2024-09-16,Home
U029,P0091,4,2024-09-17,Electronics
U029,P0050,3,2024-09-26,Clothing
U029,P0042,1,2024-09-09,Toys
U029,P0025,1,2024-10-13,Toys
U029,P0001,3,2024-10-12,Electronics
U029,P0056,3,2024-09-20,Books
U029,P0037,1,2024-09-30,Beauty
U029,P0006,3,2024-09-21,Books
U029,P0011,2,2024-10-30,Electronics
U029,P0052,4,2024-10-19,Books
U030,P0094,3,2024-09-01,Electronics
U030,P0085,1,2024-09-30,Toys
U030,P0045,3,2024-10-10,Electronics
U030,P0019,1,2024-10-07,Toys
U030,P0097,4,2024-09-07,Toys
U030,P0093,4,2024-09-05,Clothing
U030,P0044,5,2024-10-05,Books
U030,P0065,3,2024-09-14,Clothing
U030,P0070,1,2024-10-03,Toys
U030,P0018,4,2024-09-17,Electronics
U030,P0004,2,2024-09-09,Electronics
U031,P0082,2,2024-10-27,Books
U031,P0023,5,2024-09-05,Clothing
U031,P0048,2,2024-10-27,Toys
U031,P0073,5,2024-09-16,Beauty
U031,P0060,5,2024-09-24,Home
U031,P0078,2,2024-09-19,Beauty
U031,P0062,2,2024-09-11,Clothing
U031,P0030,5,2024-09-29,Books
U031,P0072,3,2024-10-24,Beauty
U031,P0088,5,2024-10-05,Books
U031,P0084,4,2024-10-16,Electronics
U031,P0017,5,2024-09-20,Toys
U031,P0053,3,2024-10-10,Clothing
U031,P0076,4,2024-10-22,Toys
U031,P0001,1,2024-10-12,Electronics
U032,P0091,2,2024-09-01,Electronics
U032,P0077,5,2024-10-13,Electronics
U032,P0030,4,2024-10-23,Books
U032,P0090,4,2024-10-06,Books
U032,P0070,2,2024-09-20,Toys
U032,P0013,3,2024-10-30,Clothing
U032,P0011,3,2024-10-13,Electronics
U032,P0081,1,2024-09-07,Electronics
U032,P0004,1,2024-10-31,Electronics
U032,P0014,5,2024-10-27,Home
U032,P0031,2,2024-09-09,Clothing
U032,P0078,1,2024-09-17,Beauty
U032,P0051,1,2024-09-08,Clothing
U032,P0032,2,2024-10-27,Beauty
U032,P0082,5,2024-09-07,Books
U032,P0048,1,2024-10-18,Toys
U032,P0029,5,2024-10-06,Electronics
U032,P0024,4,2024-09-10,Books
U033,P0089,3,2024-09-19,Beauty
U033,P0043,5,2024-10-09,Clothing
U033,P0065,5,2024-09-14,Clothing
U033,P0034,1,2024-10-16,Electronics
U033,P0088,1,2024-09-22,Books
U033,P0056,1,2024-09-14,Books
U033,P0047,3,2024-10-14,Clothing
U033,P0071,4,2024-10-11,Toys
U033,P0008,1,2024-10-25,Electronics
U033,P0001,1,2024-09-17,Electronics
U033,P0076,2,2024-10-03,Toys
U033,P0031,3,2024-10-02,Clothing
U033,P0096,1,2024-09-17,Home
U033,P0091,2,2024-10-28,Electronics
U034,P0020,1,2024-09-06,Home
U034,P0068,3,2024-10-11,Toys
U034,P0036,5,2024-09-28,Home
U034,P0077,3,2024-10-24,Electronics
U034,P0029,2,2024-09-18,Electronics
U034,P0043,4,2024-09-03,Clothing
U034,P0089,1,2024-09-01,Beauty
U034,P0099,5,2024-09-22,Beauty
U034,P0008,4,2024-10-20,Electronics
U034,P0035,3,2024-09-09,Clothing
U035,P0035,1,2024-09-17,Clothing
U035,P0080,2,2024-09-11,Electronics
U035,P0013,2,2024-10-18,Clothing
U035,P0090,3,2024-09-29,Books
U035,P0004,2,2024-10-06,Electronics
U035,P0011,3,2024-10-16,Electronics
U035,P0010,4,2024-09-28,Books
U035,P0050,3,2024-10-06,Clothing
U035,P0022,5,2024-09-01,Beauty
U035,P0052,1,2024-09-08,Books
U035,P0074,4,2024-09-05,Books
U035,P0093,4,2024-10-31,Clothing
U035,P0017,5,2024-10-27,Toys
U035,P0006,3,2024-10-15,Books
U035,P0045,1,2024-10-28,Electronics
U035,P0077,3,2024-09-10,Electronics
U035,P0085,2,2024-10-05,Toys
U035,P0036,3,2024-09-03,Home
U035,P0012,4,2024-10-24,Books
U035,P0049,1,2024-09-24,Beauty
U036,P0011,5,2024-10-06,Electronics
U036,P0063,1,2024-09-10,Beauty
U036,P0075,4,2024-09-28,Home
U036,P0065,4,2024-09-09,Clothing
U036,P0025,4,2024-09-03,Toys
U036,P0029,3,2024-09-20,Electronics
U036,P0044,2,2024-09-24,Books
U036,P0030,1,2024-10-28,Books
U036,P0076,5,2024-10-30,Toys
U036,P0054,5,2024-10-21,Toys
U036,P0073,2,2024-10-26,Beauty
U036,P0071,4,2024-09-03,Toys
U036,P0056,1,2024-10-28,Books
U036,P0034,5,2024-09-23,Electronics
U036,P0004,5,2024-09-14,Electronics
U036,P0082,4,2024-10-14,Books
U036,P0019,2,2024-09-16,Toys
U036,P0026,1,2024-10-13,Beauty
U036,P0055,2,2024-09-07,Clothing
U037,P0070,5,2024-10-20,Toys
U037,P0003,5,2024-10-06,Electronics
U037,P0051,3,2024-10-27,Clothing
U037,P0043,2,2024-10-26,Clothing
U037,P0011,4,2024-09-27,Electronics
U037,P0024,1,2024-10-10,Books
U037,P0053,4,2024-10-18,Clothing
U037,P0069,1,2024-09-10,Toys
U037,P0094,1,2024-10-30,Electronics
U037,P0049,5,2024-10-30,Beauty
U037,P0068,1,2024-09-16,Toys
U037,P0026,1,2024-10-26,Beauty
U037,P0030,3,2024-09-11,Books
U037,P0077,4,2024-10-22,Electronics
U037,P0019,3,2024-10-22,Toys
U038,P0071,1,2024-10-27,Toys
U038,P0000,2,2024-09-27,Clothing
U038,P0032,2,2024-09-02,Beauty
U038,P0099,2,2024-09-12,Beauty
U038,P0079,4,2024-10-18,Electronics
U038,P0083,3,2024-10-30,Beauty
U038,P0023,2,2024-09-22,Clothing
U038,P0069,2,2024-10-21,Toys
U038,P0013,1,2024-10-30,Clothing
U038,P0046,1,2024-09-27,Toys
U038,P0084,3,2024-10-22,Electronics
U038,P0041,3,2024-10-13,Home
U039,P0077,5,2024-09-18,Electronics
U039,P0087,3,2024-09-11,Electronics
U039,P0053,1,2024-10-21,Clothing
U039,P0083,4,2024-10-15,Beauty
U039,P0046,3,2024-09-07,Toys
U039,P0081,3,2024-09-25,Electronics
U039,P0063,2,2024-10-26,Beauty
U039,P0029,4,2024-09-03,Electronics
U039,P0008,5,2024-10-25,Electronics
U039,P0023,3,2024-10-01,Clothing
U039,P0041,5,2024-09-15,Home
U039,P0033,3,2024-09-13,Books
U039,P0070,5,2024-10-23,Toys
U040,P0078,4,2024-09-23,Beauty
U040,P0030,1,2024-09-20,Books
U040,P0018,1,2024-10-23,Electronics
U040,P0005,2,2024-10-21,Toys
U040,P0023,5,2024-10-26,Clothing
U040,P0086,3,2024-09-15,Clothing
U040,P0055,3,2024-09-15,Clothing
U040,P0090,2,2024-09-02,Books
U040,P0059,2,2024-10-13,Toys
U040,P0077,4,2024-09-13,Electronics
U040,P0000,2,2024-09-26,Clothing
U040,P0009,2,2024-09-22,Books
U040,P0079,3,2024-09-18,Electronics
U040,P0071,4,2024-10-26,Toys
U040,P0087,2,2024-09-05,Electronics
U040,P0061,2,2024-10-20,Home
U040,P0008,4,2024-09-18,Electronics
U041,P0028,4,2024-10-12,Books
U041,P0013,4,2024-10-03,Clothing
U041,P0096,1,2024-09-26,Home
U041,P0073,5,2024-10-14,Beauty
U041,P0060,3,2024-10-24,Home
U041,P0044,4,2024-10-05,Books
U041,P0066,5,2024-09-22,Beauty
U041,P0056,3,2024-10-31,Books
U041,P0064,4,2024-09-02,Electronics
U041,P0004,3,2024-09-08,Electronics
U041,P0069,5,2024-10-27,Toys
U041,P0057,2,2024-09-17,Books
U041,P0088,5,2024-09-12,Books
U041,P0079,1,2024-10-08,Electronics
U041,P0094,3,2024-09-17,Electronics
U042,P0004,3,2024-09-07,Electronics
U042,P0006,3,2024-10-09,Books
U042,P0037,3,2024-09-28,Beauty
U042,P0026,1,2024-09-23,Beauty
U042,P0043,1,2024-10-17,Clothing
U042,P0082,2,2024-10-21,Books
U042,P0005,5,2024-09-21,Toys
U042,P0039,5,2024-09-28,Electronics
U042,P0034,5,2024-10-09,Electronics
U042,P0066,2,2024-10-03,Beauty
U043,P0079,5,2024-09-25,Electronics
U043,P0075,1,2024-10-28,Home
U043,P0073,4,2024-10-07,Beauty
U043,P0094,5,2024-09-13,Electronics
U043,P0022,2,2024-09-17,Beauty
U043,P0058,2,2024-09-03,Beauty
U043,P0066,4,2024-10-16,Beauty
U043,P0044,1,2024-09-28,Books
U043,P0060,5,2024-09-01,Home
U043,P0078,1,2024-10-04,Beauty
U043,P0097,2,2024-10-30,Toys
U044,P0006,2,2024-10-14,Books
U044,P0094,2,2024-10-17,Electronics
U044,P0075,5,2024-10-31,Home
U044,P0047,2,2024-10-18,Clothing
U044,P0070,4,2024-10-18,Toys
U044,P0019,3,2024-10-13,Toys
U044,P0049,2,2024-09-13,Beauty
U044,P0003,2,2024-09-24,Electronics
U044,P0031,4,2024-09-28,Clothing
U044,P0093,1,2024-09-05,Clothing
U044,P0079,1,2024-10-31,Electronics
U044,P0041,5,2024-10-13,Home
U044,P0026,4,2024-10-29,Beauty
U044,P0065,3,2024-09-22,Clothing
U044,P0023,3,2024-10-10,Clothing
U044,P0089,4,2024-09-21,Beauty
U044,P0018,3,2024-10-13,Electronics
U044,P0043,1,2024-10-25,Clothing
U045,P0077,3,2024-10-17,Electronics
U045,P0059,1,2024-10-28,Toys
U045,P0084,4,2024-09-20,Electronics
U045,P0082,4,2024-10-03,Books
U045,P0087,1,2024-09-20,Electronics
U045,P0098,2,2024-10-13,Books
U045,P0066,1,2024-09-27,Beauty
U045,P0021,3,2024-09-21,Electronics
U045,P0081,1,2024-09-26,Electronics
U045,P0011,1,2024-10-15,Electronics
U045,P0063,2,2024-09-19,Beauty
U046,P0087,5,2024-09-09,Electronics
U046,P0023,3,2024-09-13,Clothing
U046,P0064,2,2024-09-27,Electronics
U046,P0000,5,2024-10-13,Clothing
U046,P0043,3,2024-10-31,Clothing
U046,P0088,5,2024-09-25,Books
U046,P0062,4,2024-10-14,Clothing
U046,P0071,4,2024-10-18,Toys
U046,P0097,4,2024-10-28,Toys
U046,P0008,4,2024-09-12,Electronics
U046,P0033,1,2024-10-10,Books
U046,P0021,3,2024-10-07,Electronics
U046,P0036,3,2024-09-20,Home
U046,P0081,4,2024-09-26,Electronics
U046,P0030,1,2024-10-06,Books
U046,P0095,4,2024-10-24,Books
U046,P0034,1,2024-09-01,Electronics
U046,P0054,4,2024-09-20,Toys
U047,P0051,3,2024-09-14,Clothing
U047,P0040,1,2024-09-28,Home
U047,P0022,2,2024-10-21,Beauty
U047,P0037,2,2024-10-08,Beauty
U047,P0064,1,2024-10-09,Electronics
U047,P0014,2,2024-10-12,Home
U047,P0088,4,2024-09-21,Books
U047,P0013,1,2024-09-30,Clothing
U047,P0044,4,2024-09-29,Books
U047,P0097,2,2024-09-29,Toys
U047,P0017,1,2024-10-14,Toys
U047,P0079,2,2024-09-14,Electronics
U047,P0085,1,2024-10-03,Toys
U047,P0024,2,2024-10-01,Books
U048,P0085,3,2024-10-13,Toys
U048,P0078,5,2024-09-06,Beauty
U048,P0081,2,2024-09-19,Electronics
U048,P0094,3,2024-10-03,Electronics
U048,P0043,4,2024-10-13,Clothing
U048,P0052,3,2024-10-11,Books
U048,P0099,1,2024-10-10,Beauty
U048,P0093,2,2024-09-22,Clothing
U048,P0025,5,2024-09-06,Toys
U048,P0067,1,2024-10-23,Toys
U048,P0066,1,2024-10-31,Beauty
U048,P0089,2,2024-10-19,Beauty
U049,P0021,5,2024-10-14,Electronics
U049,P0089,3,2024-09-20,Beauty
U049,P0093,1,2024-09-15,Clothing
U049,P0060,4,2024-10-22,Home
U049,P0040,3,2024-09-13,Home
U049,P0092,4,2024-09-10,Beauty
U049,P0023,1,2024-09-02,Clothing
U049,P0001,3,2024-09-03,Electronics
U049,P0057,4,2024-09-16,Books
U049,P0017,5,2024-10-01,Toys
U049,P0065,5,2024-10-10,Clothing
U049,P0031,1,2024-10-25,Clothing
U049,P0029,3,2024-10-20,Electronics
